,Date,Open,High,Low,Close,Volume
0,2009-08-24,0,0.0,0.0,0.0,0.0
1,2009-08-25,-8,0.0,-25.0,-25.0,1490.0
2,2009-08-26,14,0.0,0.0,0.0,-1600.0
3,2009-08-27,-9,0.0,0.0,0.0,220.0
4,2009-08-28,11,0.0,0.0,0.0,870.0
5,2009-08-31,27,0.0,0.0,0.0,-1090.0
6,2009-09-02,20,0.0,-3.0,-3.0,190.0
7,2009-09-03,21,19.0,0.0,19.0,0.0
8,2009-09-04,67,1.0,-7.0,-7.0,710.0
9,2009-09-07,20,0.0,-6.0,0.0,-320.0
10,2009-09-08,10,13.0,0.0,13.0,3920.0
11,2009-09-09,6,0.0,-17.0,-6.0,-3880.0
12,2009-09-10,-25,2.0,-6.0,2.0,-150.0
13,2009-09-11,16,0.0,0.0,0.0,-170.0
14,2009-09-14,-6,0.0,-28.0,-28.0,-120.0
15,2009-09-15,26,0.0,-9.0,-9.0,950.0
16,2009-09-16,35,0.0,0.0,0.0,-1140.0
17,2009-09-17,51,9.0,0.0,9.0,1140.0
18,2009-09-18,-25,0.0,-18.0,-18.0,13420.0
19,2009-09-24,-24,2.0,-15.0,-15.0,-12590.0
20,2009-09-25,-51,8.0,-6.0,6.0,230.0
21,2009-09-28,-43,0.0,-24.0,-24.0,-730.0
22,2009-09-29,44,9.0,0.0,9.0,3650.0
23,2009-09-30,-1,4.0,-3.0,4.0,-2410.0
24,2009-10-01,35,0.0,-6.0,-6.0,-2590.0
25,2009-10-02,-40,0.0,0.0,0.0,-130.0
26,2009-10-05,-2,1.0,0.0,1.0,100.0
27,2009-10-06,36,8.0,0.0,8.0,49700.0
28,2009-10-07,44,3.0,0.0,1.0,-40310.0
29,2009-10-08,22,10.0,0.0,7.0,-9280.0
30,2009-10-09,-5,2.0,0.0,2.0,20.0
31,2009-10-13,26,0.0,0.0,0.0,-130.0
32,2009-10-14,0,2.0,0.0,2.0,950.0
33,2009-10-15,6,0.0,0.0,0.0,-930.0
34,2009-10-16,-17,0.0,-9.0,-9.0,-20.0
35,2009-10-20,37,0.0,-2.0,-2.0,900.0
36,2009-10-21,-23,0.0,-14.0,-14.0,700.0
37,2009-10-22,31,6.0,0.0,6.0,160.0
38,2009-10-27,-40,0.0,-1.0,0.0,-1750.0
39,2009-10-28,-37,0.0,-18.0,-18.0,3630.0
40,2009-10-29,-49,6.0,-3.0,3.0,-3060.0
41,2009-10-30,42,6.0,0.0,6.0,-560.0
42,2009-11-02,-46,5.0,0.0,5.0,2060.0
43,2009-11-04,69,7.0,-2.0,7.0,-2010.0
44,2009-11-05,11,0.0,0.0,0.0,-110.0
45,2009-11-06,17,0.0,0.0,0.0,4930.0
46,2009-11-09,-13,3.0,0.0,3.0,-4640.0
47,2009-11-10,9,0.0,-6.0,-5.0,1140.0
48,2009-11-11,-20,0.0,-6.0,-3.0,-360.0
49,2009-11-12,38,0.0,-2.0,-2.0,280.0
50,2009-11-13,-31,0.0,0.0,0.0,-1270.0
51,2009-11-16,16,8.0,0.0,8.0,590.0
52,2009-11-17,48,0.0,-9.0,-8.0,-320.0
53,2009-11-18,22,0.0,-11.0,-7.0,720.0
54,2009-11-19,14,0.0,-10.0,-10.0,180.0
55,2009-11-20,3,3.0,-9.0,0.0,820.0
56,2009-11-24,5,0.0,-14.0,-3.0,-550.0
57,2009-11-25,-5,9.0,-5.0,4.0,-910.0
58,2009-11-26,-2,0.0,-18.0,-18.0,740.0
59,2009-11-27,-41,2.0,-29.0,-29.0,-1010.0
60,2009-11-30,26,1.0,-16.0,-16.0,1170.0
61,2009-12-01,24,0.0,0.0,0.0,-1330.0
62,2009-12-02,65,24.0,-3.0,24.0,990.0
63,2009-12-03,19,4.0,-11.0,-11.0,7140.0
64,2009-12-04,27,0.0,-85.0,-60.0,-5770.0
65,2009-12-07,4,0.0,-22.0,-10.0,-1550.0
66,2009-12-08,-15,0.0,-9.0,-9.0,250.0
67,2009-12-09,-61,7.0,-11.0,7.0,500.0
68,2009-12-10,-29,0.0,-15.0,-14.0,-1050.0
69,2009-12-11,13,12.0,-9.0,11.0,1520.0
70,2009-12-14,-19,7.0,-6.0,7.0,9760.0
71,2009-12-15,7,0.0,-3.0,-3.0,-11390.0
72,2009-12-16,15,3.0,0.0,0.0,-460.0
73,2009-12-17,39,0.0,-18.0,-16.0,760.0
74,2009-12-18,-31,0.0,-8.0,-6.0,-780.0
75,2009-12-21,26,8.0,0.0,0.0,290.0
76,2009-12-22,-23,8.0,0.0,8.0,-260.0
77,2009-12-24,21,0.0,-1.0,0.0,120.0
78,2009-12-25,55,0.0,0.0,0.0,550.0
79,2009-12-28,-23,17.0,-13.0,1.0,7490.0
80,2009-12-29,-4,0.0,-14.0,-10.0,-7250.0
81,2009-12-30,-27,0.0,-8.0,0.0,-140.0
82,2010-01-04,-3,11.0,0.0,11.0,-550.0
83,2010-01-05,52,0.0,-12.0,-12.0,4040.0
84,2010-01-06,10,18.0,-8.0,18.0,-3460.0
85,2010-01-07,31,15.0,-10.0,-6.0,19840.0
86,2010-01-08,22,0.0,-14.0,-7.0,-20270.0
87,2010-01-12,24,3.0,-2.0,0.0,620.0
88,2010-01-13,-43,0.0,-9.0,-1.0,1090.0
89,2010-01-14,29,13.0,0.0,13.0,-180.0
90,2010-01-15,-7,1.0,-10.0,-10.0,-630.0
91,2010-01-18,-16,18.0,-6.0,18.0,320.0
92,2010-01-19,-4,12.0,0.0,4.0,400.0
93,2010-01-20,16,2.0,-11.0,-11.0,1700.0
94,2010-01-21,-60,9.0,-6.0,9.0,-2460.0
95,2010-01-22,-58,0.0,-30.0,-22.0,4910.0
96,2010-01-25,-32,13.0,-3.0,13.0,-2960.0
97,2010-01-26,6,7.0,-30.0,-30.0,-1520.0
98,2010-01-27,-9,5.0,-13.0,-10.0,4640.0
99,2010-01-28,-9,5.0,-3.0,3.0,-4500.0
100,2010-01-29,-27,0.0,-24.0,-18.0,2520.0
101,2010-02-01,7,4.0,-8.0,-4.0,480.0
102,2010-02-02,51,9.0,-4.0,1.0,-3150.0
103,2010-02-03,-2,8.0,-4.0,8.0,860.0
104,2010-02-04,-27,0.0,-6.0,-2.0,-2070.0
105,2010-02-05,-109,2.0,-12.0,-2.0,7070.0
106,2010-02-08,-23,6.0,-4.0,2.0,10930.0
107,2010-02-09,-9,32.0,0.0,14.0,-17210.0
108,2010-02-10,35,11.0,-11.0,-11.0,3980.0
109,2010-02-12,27,0.0,-12.0,-2.0,-4690.0
110,2010-02-15,-3,1.0,-7.0,-7.0,1460.0
111,2010-02-16,0,24.0,0.0,19.0,-90.0
112,2010-02-17,38,13.0,-6.0,13.0,-820.0
113,2010-02-18,-24,0.0,-5.0,-3.0,-650.0
114,2010-02-19,9,7.0,0.0,2.0,700.0
115,2010-02-22,46,18.0,0.0,9.0,-840.0
116,2010-02-23,-25,3.0,-5.0,3.0,-70.0
117,2010-02-24,-51,4.0,0.0,4.0,450.0
118,2010-02-25,1,0.0,-26.0,-23.0,580.0
119,2010-02-26,18,12.0,0.0,9.0,-1280.0
120,2010-03-01,39,0.0,-6.0,-6.0,250.0
121,2010-03-02,-6,0.0,-9.0,-9.0,1270.0
122,2010-03-03,37,6.0,0.0,6.0,-940.0
123,2010-03-04,14,5.0,-14.0,-14.0,-510.0
124,2010-03-05,25,0.0,0.0,0.0,-220.0
125,2010-03-08,37,5.0,-4.0,5.0,4620.0
126,2010-03-09,-17,0.0,-15.0,-14.0,6650.0
127,2010-03-10,3,13.0,0.0,13.0,-10210.0
128,2010-03-11,-14,0.0,-1.0,-1.0,-760.0
129,2010-03-12,7,10.0,0.0,10.0,-230.0
130,2010-03-15,8,0.0,-29.0,-29.0,1060.0
131,2010-03-16,14,0.0,0.0,0.0,-1030.0
132,2010-03-17,20,6.0,0.0,6.0,2520.0
133,2010-03-18,3,2.0,-12.0,-11.0,-1670.0
