,Date,Open,High,Low,Close,Volume
0,2017-12-11,0,2.0,0.0,2.0,0.0
1,2017-12-12,4,0.0,0.0,0.0,-4560.0
2,2017-12-13,1,0.0,-2.0,-1.0,-240.0
3,2017-12-14,2,0.0,-5.0,-5.0,-1760.0
4,2017-12-15,-1,0.0,-4.0,-4.0,860.0
5,2017-12-18,10,0.0,-10.0,-10.0,-960.0
6,2017-12-19,18,0.0,0.0,0.0,-530.0
7,2017-12-20,-4,0.0,-8.0,0.0,500.0
8,2017-12-21,-1,0.0,-7.0,-3.0,990.0
9,2017-12-22,5,0.0,-1.0,-1.0,-1490.0
10,2017-12-25,-2,0.0,-6.0,-6.0,380.0
11,2017-12-26,4,0.0,0.0,0.0,-580.0
12,2017-12-27,3,0.0,0.0,0.0,190.0
13,2017-12-28,0,0.0,-11.0,-10.0,1200.0
14,2017-12-29,11,0.0,-7.0,-7.0,-1140.0
15,2018-01-04,17,0.0,-10.0,-10.0,-100.0
16,2018-01-05,11,0.0,0.0,0.0,-150.0
17,2018-01-09,1,0.0,0.0,0.0,40.0
18,2018-01-10,6,1.0,0.0,1.0,-10.0
19,2018-01-11,-8,0.0,0.0,0.0,-30.0
20,2018-01-12,13,0.0,0.0,0.0,130.0
21,2018-01-15,7,4.0,0.0,4.0,2430.0
22,2018-01-16,-4,1.0,0.0,1.0,-2460.0
23,2018-01-17,-6,0.0,-3.0,-3.0,130.0
24,2018-01-22,9,0.0,0.0,0.0,-220.0
25,2018-01-24,12,0.0,-8.0,-8.0,20.0
26,2018-01-26,6,0.0,-6.0,-6.0,20.0
27,2018-01-29,11,0.0,0.0,0.0,-50.0
28,2018-01-30,-4,0.0,-11.0,-7.0,1080.0
29,2018-01-31,-19,0.0,0.0,0.0,-90.0
30,2018-02-01,21,0.0,0.0,0.0,-990.0
31,2018-02-02,-5,0.0,-9.0,-9.0,50.0
32,2018-02-05,-26,0.0,0.0,0.0,100.0
33,2018-02-06,-10,0.0,-40.0,-24.0,750.0
34,2018-02-07,27,0.0,-5.0,-5.0,-840.0
35,2018-02-08,-10,0.0,0.0,0.0,-60.0
36,2018-02-09,-6,8.0,-4.0,8.0,20.0
37,2018-02-13,0,8.0,-2.0,-2.0,1090.0
38,2018-02-14,13,0.0,0.0,0.0,-1070.0
39,2018-02-16,2,3.0,0.0,3.0,0.0
40,2018-02-22,-2,0.0,-6.0,-6.0,0.0
41,2018-02-23,21,0.0,0.0,0.0,-40.0
42,2018-02-26,-22,0.0,0.0,0.0,0.0
43,2018-03-01,-1,20.0,0.0,20.0,60.0
44,2018-03-02,-7,0.0,-20.0,-20.0,40.0
45,2018-03-05,-18,0.0,0.0,0.0,-100.0
46,2018-03-06,38,4.0,0.0,4.0,10.0
47,2018-03-12,24,0.0,0.0,0.0,180.0
48,2018-03-15,-27,0.0,0.0,0.0,-190.0
