,Date,Open,High,Low,Close,Volume
0,2014-02-06,0,0.0,-130.0,-110.0,0.0
1,2014-02-07,190,50.0,-90.0,50.0,-2911.0
2,2014-02-10,300,0.0,-270.0,-220.0,1274.0
3,2014-02-12,230,0.0,-80.0,-40.0,-1447.0
4,2014-02-13,-20,0.0,-160.0,-120.0,2037.0
5,2014-02-14,50,20.0,-280.0,-210.0,2448.0
6,2014-02-17,30,20.0,-140.0,10.0,-1883.0
7,2014-02-18,50,260.0,0.0,260.0,-691.0
8,2014-02-19,-300,260.0,-80.0,240.0,-1997.0
9,2014-02-20,-30,10.0,-210.0,-180.0,-215.0
10,2014-02-21,140,120.0,0.0,80.0,-631.0
11,2014-02-24,20,120.0,-140.0,-10.0,998.0
12,2014-02-25,210,0.0,-160.0,-100.0,1800.0
13,2014-02-26,-60,50.0,-30.0,-10.0,-2632.0
14,2014-02-27,-60,60.0,-40.0,-10.0,-470.0
15,2014-02-28,30,0.0,-160.0,-70.0,388.0
16,2014-03-03,-30,0.0,-260.0,-120.0,2856.0
17,2014-03-04,-40,150.0,-40.0,120.0,-2266.0
18,2014-03-05,100,50.0,-10.0,0.0,-577.0
19,2014-03-06,20,120.0,-40.0,90.0,555.0
20,2014-03-07,70,20.0,-60.0,10.0,-306.0
21,2014-03-10,-20,0.0,-120.0,-80.0,988.0
22,2014-03-11,10,70.0,-10.0,60.0,-1223.0
23,2014-03-12,-80,0.0,-180.0,-160.0,2200.0
24,2014-03-13,0,50.0,-30.0,50.0,-1986.0
25,2014-03-14,-190,0.0,-280.0,-220.0,50200.0
26,2014-03-17,-30,10.0,-170.0,-80.0,-44593.0
27,2014-03-18,180,0.0,-110.0,-90.0,-3803.0
28,2014-03-19,70,50.0,-140.0,-50.0,-211.0
29,2014-03-20,-10,20.0,-180.0,-140.0,2475.0
30,2014-03-24,70,90.0,-20.0,40.0,-996.0
31,2014-03-25,-30,90.0,-60.0,60.0,622.0
32,2014-03-26,40,30.0,-150.0,0.0,15941.0
33,2014-03-27,-40,210.0,-50.0,210.0,-18907.0
34,2014-03-28,-10,70.0,-100.0,60.0,-1073.0
35,2014-03-31,130,30.0,-60.0,0.0,420.0
36,2014-04-01,30,20.0,-40.0,20.0,-655.0
37,2014-04-02,40,120.0,0.0,40.0,236.0
38,2014-04-03,80,0.0,-80.0,-10.0,9689.0
39,2014-04-04,-10,10.0,-50.0,0.0,-10297.0
40,2014-04-07,-90,20.0,-120.0,-70.0,4041.0
41,2014-04-08,-30,0.0,-190.0,-150.0,3263.0
42,2014-04-09,-40,0.0,-210.0,-170.0,2504.0
43,2014-04-10,160,0.0,-190.0,-160.0,931.0
44,2014-04-11,-140,100.0,-90.0,0.0,-2251.0
45,2014-04-14,-30,90.0,-20.0,20.0,-6334.0
46,2014-04-15,130,0.0,-120.0,-90.0,-930.0
47,2014-04-16,120,140.0,-100.0,140.0,-87.0
48,2014-04-17,50,0.0,-100.0,-50.0,-138.0
49,2014-04-18,0,30.0,-20.0,20.0,-589.0
50,2014-04-21,20,70.0,-20.0,-10.0,1306.0
51,2014-04-22,70,0.0,-140.0,-120.0,-1110.0
52,2014-04-23,10,60.0,-10.0,60.0,-422.0
53,2014-04-24,-20,20.0,-70.0,-30.0,-55.0
54,2014-04-25,-70,140.0,0.0,110.0,193.0
55,2014-04-28,-20,0.0,-140.0,-80.0,434.0
56,2014-04-30,100,0.0,-110.0,-80.0,-297.0
57,2014-05-01,70,80.0,-40.0,80.0,276.0
58,2014-05-02,-40,70.0,0.0,70.0,-669.0
59,2014-05-07,-90,0.0,-170.0,-140.0,1601.0
60,2014-05-08,90,20.0,-70.0,-20.0,-103.0
61,2014-05-09,-100,130.0,0.0,120.0,-1139.0
62,2014-05-12,20,0.0,-80.0,-70.0,-451.0
63,2014-05-13,80,90.0,0.0,90.0,595.0
64,2014-05-14,-20,20.0,-30.0,20.0,-558.0
65,2014-05-15,-40,10.0,-90.0,10.0,57.0
66,2014-05-16,-70,0.0,-140.0,-50.0,2731.0
67,2014-05-19,40,0.0,-140.0,-140.0,-2080.0
68,2014-05-20,90,0.0,-80.0,-30.0,134.0
69,2014-05-21,-70,40.0,-40.0,40.0,116.0
70,2014-05-22,60,100.0,-10.0,80.0,-588.0
71,2014-05-23,40,130.0,0.0,80.0,462.0
72,2014-05-26,50,60.0,0.0,60.0,1518.0
73,2014-05-27,40,60.0,0.0,20.0,1305.0
74,2014-05-28,20,10.0,-50.0,-30.0,-3626.0
75,2014-05-29,-10,30.0,-40.0,10.0,116.0
76,2014-05-30,-50,80.0,0.0,60.0,156.0
77,2014-06-02,30,140.0,0.0,140.0,2682.0
78,2014-06-03,60,40.0,-30.0,40.0,-1993.0
79,2014-06-04,-50,60.0,0.0,60.0,427.0
80,2014-06-05,50,20.0,-60.0,-10.0,2921.0
81,2014-06-06,70,0.0,-120.0,-80.0,-1973.0
82,2014-06-09,110,0.0,-110.0,-100.0,-366.0
83,2014-06-10,-30,40.0,-60.0,-30.0,8435.0
84,2014-06-11,30,30.0,-10.0,30.0,-10546.0
85,2014-06-12,-100,110.0,0.0,100.0,542.0
86,2014-06-13,-50,160.0,0.0,140.0,6045.0
87,2014-06-16,-60,10.0,-60.0,-40.0,-5139.0
88,2014-06-17,0,70.0,0.0,30.0,-1466.0
89,2014-06-18,50,50.0,-30.0,40.0,676.0
90,2014-06-19,50,160.0,-30.0,120.0,1533.0
91,2014-06-20,50,20.0,-50.0,20.0,-1143.0
92,2014-06-23,30,0.0,-130.0,-90.0,858.0
93,2014-06-24,-40,60.0,-40.0,40.0,-1242.0
94,2014-06-25,30,90.0,-20.0,10.0,2358.0
95,2014-06-26,100,0.0,-80.0,-60.0,-2666.0
96,2014-06-27,20,560.0,-180.0,-100.0,3653.0
97,2014-06-30,50,50.0,-80.0,50.0,-2764.0
98,2014-07-01,-40,80.0,-20.0,30.0,634.0
99,2014-07-02,60,0.0,-60.0,-40.0,214.0
100,2014-07-03,40,0.0,-80.0,-50.0,4509.0
101,2014-07-04,50,20.0,-50.0,-20.0,-5527.0
102,2014-07-07,20,0.0,-40.0,-40.0,4791.0
103,2014-07-08,20,0.0,-140.0,-70.0,-647.0
104,2014-07-09,-60,10.0,-50.0,10.0,-1139.0
105,2014-07-10,50,0.0,-150.0,-150.0,-1479.0
106,2014-07-11,-30,10.0,-60.0,10.0,-472.0
107,2014-07-14,0,20.0,-60.0,20.0,-487.0
108,2014-07-15,40,60.0,0.0,40.0,-982.0
109,2014-07-16,-10,50.0,-20.0,10.0,982.0
110,2014-07-17,50,10.0,-60.0,-60.0,-631.0
111,2014-07-18,-110,40.0,-50.0,40.0,5364.0
112,2014-07-22,50,60.0,-20.0,40.0,-5619.0
113,2014-07-23,20,20.0,-20.0,0.0,9432.0
114,2014-07-24,30,0.0,-50.0,-40.0,-4126.0
115,2014-07-25,10,70.0,0.0,70.0,-5014.0
116,2014-07-28,-10,50.0,-20.0,20.0,33387.0
117,2014-07-29,30,20.0,-10.0,0.0,-33655.0
118,2014-07-30,-10,50.0,0.0,40.0,1326.0
119,2014-07-31,100,0.0,-140.0,-140.0,4251.0
120,2014-08-01,-60,30.0,-40.0,0.0,-2445.0
121,2014-08-04,-40,30.0,-40.0,0.0,-2325.0
122,2014-08-05,40,0.0,-180.0,-180.0,2940.0
123,2014-08-06,0,0.0,-120.0,-80.0,28045.0
