,Date,Open,High,Low,Close,Volume
0,2019-02-06,0,6.0,-2.0,-2.0,0.0
1,2019-02-07,0,2.0,-4.0,-4.0,68280.0
2,2019-02-08,-5,1.0,0.0,1.0,-68510.0
3,2019-02-12,-2,0.0,-1.0,-1.0,-500.0
4,2019-02-13,5,7.0,0.0,6.0,600.0
5,2019-02-15,-8,0.0,-4.0,-4.0,-300.0
6,2019-02-18,0,0.0,0.0,0.0,-310.0
7,2019-02-22,9,0.0,-1.0,-1.0,990.0
8,2019-02-25,60,0.0,-61.0,-57.0,-850.0
9,2019-02-26,4,0.0,0.0,0.0,-110.0
10,2019-02-27,3,0.0,-3.0,-3.0,7970.0
11,2019-02-28,-1,0.0,-1.0,-1.0,-6910.0
12,2019-03-04,-4,1.0,0.0,1.0,5900.0
13,2019-03-08,-1,0.0,-4.0,-4.0,47260.0
14,2019-03-13,10,0.0,0.0,0.0,-54060.0
15,2019-03-20,20,6.0,0.0,6.0,6840.0
16,2019-03-22,3,0.0,-1.0,-1.0,-6820.0
17,2019-03-26,-3,0.0,-1.0,-1.0,-190.0
18,2019-03-27,10,10.0,0.0,10.0,60.0
19,2019-03-28,1,0.0,0.0,0.0,-70.0
20,2019-04-01,-17,0.0,-3.0,-3.0,20.0
21,2019-04-02,1,0.0,-2.0,-2.0,8970.0
22,2019-04-04,-1,0.0,0.0,0.0,-9000.0
23,2019-04-09,-3,0.0,-6.0,-6.0,29990.0
