,Date,Open,High,Low,Close,Volume
0,2000-01-04,0,10.0,-30.0,0.0,0.0
1,2000-01-05,-10,90.0,-20.0,90.0,69800.0
2,2000-01-06,100,0.0,-190.0,-190.0,2300.0
3,2000-01-07,0,20.0,-50.0,10.0,210000.0
4,2000-01-11,-40,30.0,-120.0,-60.0,153900.0
5,2000-01-12,-10,30.0,-50.0,-50.0,-154100.0
6,2000-01-13,-50,40.0,-100.0,-70.0,266600.0
7,2000-01-14,0,0.0,-120.0,-30.0,71200.0
8,2000-01-17,-90,210.0,0.0,140.0,-185700.0
9,2000-01-18,50,20.0,-80.0,-70.0,-8500.0
10,2000-01-19,10,0.0,-150.0,-60.0,62000.0
11,2000-01-20,-80,30.0,-50.0,0.0,-98500.0
12,2000-01-21,0,30.0,-60.0,-50.0,-81600.0
13,2000-01-24,-20,70.0,0.0,40.0,-95700.0
14,2000-01-25,50,200.0,-10.0,110.0,113500.0
15,2000-01-26,-30,30.0,-80.0,-50.0,-54900.0
16,2000-01-27,-10,0.0,-90.0,-20.0,86500.0
17,2000-01-28,0,50.0,-40.0,40.0,-86200.0
18,2000-01-31,-60,30.0,-30.0,-30.0,-138800.0
19,2000-02-01,10,0.0,-40.0,-30.0,126000.0
20,2000-02-02,50,160.0,-60.0,140.0,176000.0
21,2000-02-03,-20,20.0,-70.0,-30.0,135400.0
22,2000-02-04,10,60.0,-20.0,0.0,-299500.0
23,2000-02-07,0,100.0,-10.0,100.0,-21100.0
24,2000-02-08,-100,50.0,-10.0,0.0,-28400.0
25,2000-02-09,-10,60.0,-40.0,-30.0,525100.0
26,2000-02-10,-30,40.0,-30.0,-20.0,-487900.0
27,2000-02-14,-10,10.0,-70.0,0.0,66600.0
28,2000-02-15,-60,60.0,-100.0,-10.0,-3700.0
29,2000-02-16,-100,50.0,-90.0,-70.0,267900.0
30,2000-02-17,-10,310.0,-10.0,310.0,-222500.0
31,2000-02-18,-280,10.0,-120.0,-70.0,-89700.0
32,2000-02-21,-70,20.0,-270.0,-270.0,228200.0
33,2000-02-22,-30,30.0,-140.0,-130.0,-5000.0
34,2000-02-23,350,330.0,-160.0,140.0,213500.0
35,2000-02-24,0,140.0,0.0,70.0,-138700.0
36,2000-02-25,130,50.0,-20.0,50.0,-461400.0
37,2000-02-28,-50,50.0,-100.0,-50.0,42900.0
38,2000-02-29,50,20.0,-80.0,-40.0,11600.0
39,2000-03-01,50,0.0,-160.0,-50.0,154900.0
40,2000-03-02,40,20.0,-80.0,-20.0,-198900.0
41,2000-03-03,-50,60.0,-40.0,-40.0,-48000.0
42,2000-03-06,50,70.0,0.0,30.0,50800.0
43,2000-03-07,20,170.0,-20.0,170.0,97300.0
44,2000-03-08,-10,250.0,-90.0,200.0,537600.0
45,2000-03-09,-80,30.0,-150.0,30.0,-529900.0
46,2000-03-10,-300,150.0,-100.0,0.0,447100.0
47,2000-03-13,-100,60.0,-200.0,-80.0,-591100.0
48,2000-03-14,100,180.0,-100.0,80.0,-59500.0
49,2000-03-15,-300,110.0,-190.0,50.0,333300.0
50,2000-03-16,0,290.0,0.0,280.0,-114400.0
51,2000-03-17,70,0.0,-210.0,-150.0,-178900.0
52,2000-03-21,-50,30.0,-270.0,-220.0,217000.0
53,2000-03-22,0,140.0,0.0,140.0,-161100.0
54,2000-03-23,-50,110.0,-30.0,90.0,37700.0
55,2000-03-24,40,20.0,-190.0,-40.0,227300.0
56,2000-03-27,140,0.0,-100.0,-90.0,-212600.0
57,2000-03-28,90,470.0,0.0,360.0,26300.0
58,2000-03-29,0,60.0,-160.0,40.0,-67400.0
59,2000-03-30,-100,0.0,-360.0,-350.0,-11400.0
60,2000-03-31,250,200.0,-40.0,120.0,236500.0
61,2000-04-03,0,390.0,-40.0,360.0,264500.0
62,2000-04-04,200,120.0,-100.0,-20.0,315100.0
63,2000-04-05,-200,190.0,-60.0,30.0,-727600.0
64,2000-04-06,-10,0.0,-310.0,-100.0,-87400.0
65,2000-04-07,-100,80.0,-90.0,-80.0,167100.0
66,2000-04-10,-10,40.0,-40.0,0.0,-136000.0
67,2000-04-11,-80,40.0,-30.0,-20.0,30500.0
68,2000-04-12,10,210.0,0.0,160.0,44100.0
69,2000-04-13,-100,240.0,-30.0,220.0,85400.0
70,2000-04-14,-30,0.0,-130.0,-50.0,-237100.0
71,2000-04-17,30,330.0,-220.0,300.0,723600.0
72,2000-04-18,0,100.0,-120.0,30.0,-2400.0
73,2000-04-19,100,20.0,-120.0,-10.0,1400.0
74,2000-04-20,-10,50.0,-50.0,40.0,-213500.0
75,2000-04-21,-10,200.0,0.0,120.0,587800.0
76,2000-04-24,-180,150.0,0.0,70.0,-917100.0
77,2000-04-25,-20,70.0,-50.0,70.0,30700.0
78,2000-04-26,70,260.0,-70.0,250.0,573800.0
79,2000-04-27,-100,40.0,-130.0,-50.0,-205500.0
80,2000-04-28,150,110.0,-100.0,50.0,312800.0
81,2000-05-01,-200,30.0,-90.0,-20.0,-777700.0
82,2000-05-02,20,120.0,-30.0,50.0,22800.0
83,2000-05-08,-200,90.0,-60.0,-30.0,-135500.0
84,2000-05-09,30,60.0,-60.0,-40.0,-64300.0
85,2000-05-10,-100,390.0,0.0,390.0,11300.0
86,2000-05-11,-70,50.0,-80.0,-30.0,165700.0
87,2000-05-12,10,60.0,-100.0,50.0,92800.0
88,2000-05-15,-200,110.0,-10.0,20.0,-164000.0
89,2000-05-16,20,240.0,-10.0,240.0,250900.0
90,2000-05-17,-100,0.0,-150.0,-50.0,-337000.0
91,2000-05-18,-100,90.0,-290.0,-220.0,254000.0
92,2000-05-19,-70,150.0,-40.0,150.0,-244500.0
93,2000-05-22,-200,60.0,-90.0,-20.0,-3100.0
94,2000-05-23,170,400.0,-70.0,330.0,489500.0
95,2000-05-24,-220,30.0,-60.0,30.0,-253000.0
96,2000-05-25,200,60.0,-120.0,50.0,-49200.0
97,2000-05-26,-100,90.0,-90.0,20.0,-48900.0
98,2000-05-29,-10,10.0,-70.0,10.0,-245200.0
99,2000-05-30,70,10.0,-210.0,-210.0,110800.0
100,2000-05-31,30,40.0,-150.0,40.0,174200.0
101,2000-06-01,-100,60.0,-40.0,40.0,-4200.0
102,2000-06-02,-200,70.0,-210.0,-180.0,351100.0
103,2000-06-05,-30,80.0,-120.0,-30.0,-387700.0
104,2000-06-06,-40,30.0,-80.0,-70.0,-89100.0
105,2000-06-07,30,230.0,0.0,140.0,-80700.0
106,2000-06-08,0,200.0,-30.0,200.0,31600.0
107,2000-06-09,50,30.0,-100.0,30.0,251500.0
108,2000-06-12,0,110.0,0.0,100.0,-99000.0
109,2000-06-13,0,190.0,0.0,170.0,204000.0
110,2000-06-14,-170,0.0,-180.0,-140.0,-213700.0
111,2000-06-15,-100,30.0,-120.0,-120.0,-142000.0
112,2000-06-16,0,300.0,0.0,260.0,-19200.0
113,2000-06-19,70,90.0,-40.0,50.0,-24600.0
114,2000-06-20,100,20.0,-50.0,10.0,217100.0
115,2000-06-21,10,0.0,-120.0,-10.0,-11900.0
116,2000-06-22,0,0.0,-80.0,-50.0,-37200.0
117,2000-06-23,30,60.0,-80.0,-10.0,-38100.0
118,2000-06-26,-60,130.0,0.0,60.0,21900.0
119,2000-06-27,70,30.0,-70.0,-20.0,-15600.0
120,2000-06-28,-10,80.0,-20.0,70.0,25200.0
121,2000-06-29,10,10.0,-100.0,10.0,57400.0
122,2000-06-30,-30,20.0,-120.0,-120.0,-130300.0
123,2000-07-03,200,60.0,-50.0,40.0,235200.0
124,2000-07-04,100,20.0,-50.0,-50.0,-13200.0
125,2000-07-05,60,10.0,-110.0,-40.0,-14300.0
126,2000-07-06,-100,130.0,-140.0,130.0,-102400.0
127,2000-07-07,-30,30.0,-110.0,10.0,-56100.0
128,2000-07-10,-30,100.0,0.0,90.0,160200.0
129,2000-07-11,0,10.0,-50.0,10.0,-180300.0
130,2000-07-12,-100,50.0,-20.0,40.0,-24900.0
131,2000-07-13,-80,0.0,-180.0,-140.0,40500.0
132,2000-07-14,-40,40.0,-200.0,-160.0,48500.0
133,2000-07-17,-200,130.0,-10.0,10.0,142400.0
134,2000-07-18,90,90.0,-130.0,-100.0,4500.0
135,2000-07-19,250,280.0,-30.0,280.0,-93300.0
136,2000-07-21,0,0.0,-400.0,-400.0,-198100.0
137,2000-07-24,100,300.0,-70.0,260.0,186900.0
138,2000-07-25,-90,30.0,-50.0,20.0,-118000.0
